pmid_reference;pmc_reference;evidence_code;disease_db;disease_name;disease_abbreviation;associated_gene_or_locus;disease_synonym;disease_id;disease_id_in_text;gene_id_in_text;hpo_name;hpo_id;hp_synonym;negation;not_abnormal;sentence;sentence_location;disease_location;gene_location;co_occurrence;comments
PMID:23434115;PMC3591851;PCS;OMIM;"BLEEDING DISORDER, PLATELET -TYPE, 15; BDPLT15";CMTP;ACTN1;congenital macrothrombocytopenia ;615193;no;102575;abnormal platelet function;HP:0011869;platelet aggregation ;no; -;In addition, no apparent in vitro defects in platelet functions, including normal platelet aggregation (Table 1), clot retraction, and platelet spreading on glass surfaces, were noted in ACTN1-mutated individuals ;body;title, abstract, body;title, abstract, body;yes (gene);
PMID:23434115;PMC3591851;PCS;OMIM;MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, ACTN1-RELATED;CMTP;ACTN1;congenital macrothrombocytopenia ;615193;no;102575;impaired ADP-induced platelet aggregation;HP:0004866;platelet aggregation ;no; -;In addition, no apparent in vitro defects in platelet functions, including normal platelet aggregation (Table 1), clot retraction, and platelet spreading on glass surfaces, were noted in ACTN1-mutated individuals;body;title, abstract, body;title, abstract, body;yes (gene);most of the time the name of the disease present in the text does not correspond to the accurate term (i.e. to the name of the disease in the OMIM database that is associated to the gene described in the text), because a broader disease term is used. For example: in PMID:23434115 the article talks about the gene ACTN1 and links it to the Congenital Macrothrombocytopenia disease, but the accurate term (present in the OMIM databse) is actually BLEEDING DISORDER, PLATELET-TYPE
PMID:23434115;PMC3591851;PCS;OMIM;"BLEEDING DISORDER, PLATELET -TYPE, 15; BDPLT15";CMTP;ACTN1;congenital macrothrombocytopenia ;615193;no;102575;prolonged bleeding time;HP:0003010;bleeding time; -;normal;Bleeding diathesis was absent or mild if present: only two individuals (15%) experienced occasional epistaxis, and the bleeding time was within the normal limit ;body;title, abstract, body;title, abstract, body;no;
PMID:2769722;PMC1015672;PCS;OMIM;AMAUROSIS CONGENITA, CONE -ROD TYPE, WITH CONGENITAL HYPERTRICHOSIS; -; -;cone-rod type of congenital amaurosis;204110;no;no;mental retardation;HP:0001249;retardation; -;normal;Normal, case 1 is musically talented ;body (TABLE);abstract; -;no;
PMID:2769722;PMC1015672;PCS;OMIM;AMAUROSIS CONGENITA, CONE-ROD TYPE, WITH CONGENITAL HYPERTRICHOSIS; -; -;cone-rod type of congenital amaurosis;204110;no;no;night blindness;HP:0000662; exact match ;absence; -;Two female cousins were found to be affected with severe retinal dystrophy characterised by visual impairment from birth and profound photophobia in the absence of night blindness;abstract;abstract; - ;no;
PMID:19878917;PMC2775833;PCS;OMIM;"OCCULT MACULAR DYSTROPHY; OCMD";CSNB;TRPM1;Complete Congenital Stationary Night Blindness ;613216;no;no;abnormality of skin pigmentation;HP:0001000;abnormalities of skin pigmentation;none; -;None had abnormalities of skin pigmentation, although other skin conditions were reported ;abstract;title, abstract, body;title, abstract, body;no;
PMID:26981933;PMC4836293;PCS;OMIM;"IMMUNODEFICIENCY, COMMON VARIABLE, 13; CVID13";CVID;IKZF1;common variable immunodeficiency;616873;no;no;recurrent fungal infections;HP:0002841;fungal infections;no; -;No patients showed evidence of increased susceptibility to viral or fungal infections ;body (DISCUSSION);body (Methods);abstract, body (Methods, Results, Discussion);no;"negative relation can also be found in sentence ""There was no evidence of increased susceptibility to viral or fungal infections in any of these patients"" (in body(Discussion))"
PMID:26981933;PMC4836293;PCS;OMIM;"IMMUNODEFICIENCY, COMMON VARIABLE, 13; CVID13";CVID;IKZF1;common variable immunodeficiency;616873;no;no;recurrent viral infections;HP:0004429;viral infections;no; -;No patients showed evidence of increased susceptibility to viral or fungal infections ;body (DISCUSSION);body (Methods);abstract, body (Methods, Results, Discussion);no;"negative relation can also be found in sentence ""There was no evidence of increased susceptibility to viral or fungal infections in any of these patients"" (in body(Discussion))"
PMID:12142464;PMC124905;PCS;OMIM;"CILIARY DYSKINESIA, PRIMARY, 7; CILD7";PCD;DNAH11;ciliary dyskinesia;611884;no;no;abnormal axonemal organization of respiratory motile cilia;HP:0012258;dysmotile or immotile cilia; -;normal;Yet other cases have structurally normal but dysmotile or immotile cilia;body;title, abstract, body (Material and Methods, Results and Discussion); -;no;
PMID:31613795;PMC6934218;PCS;OMIM;"PROTEINURIA, CHRONIC BENIGN; PROCHOB"; -;CUBN;chronic proteinuria, proteinuria;618884;no;no;renal insufficiency;HP:0000083;renal function ; -;normal;However, renal function was normal in all cases ;abstract;title, abstract, body (Introduction, Results, Discussion, Methods);title, abstract, body (Introduction, Results, Discussion, Methods);no;
PMID:28600438;PMC5502421;PCS;OMIM;"MUCOCUTANEOUS ULCERATION, CHRONIC; CMCU"; -;RELA;chronic mucocutaneous ulceration ;618287;no;no;recurrent infections;HP:0002719;exact match;no; -;She had no history of recurrent infections and had a normal immunologic evaluation ;body (RESULTS AND DISCUSSION);title, abstract, body (INTRODUCTION);title, abstract, body (INTRODUCTION, RESULTS AND DISCUSSION, MATERIALS AND METHODS);no;
PMID:26996948;PMC4833197;PCS;OMIM;"COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME"; -;PIGL;CHIME syndrome;280000;yes;605947;anorectal anomalies;HP:0012732;exact match; -; -; -;body (Table 1);body (Table 1);body (Introduction, Table 1);no;
PMID:22422768;PMC3363337;PCS;OMIM;"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS; CPVT5";CPVT;TRDN;catecholaminergic polymorphic ventricular tachycardia;615441;no;603283;abnormal cardiac exercise stress test;HP:0500018;exercise stress tests ;not; -;The parents and the brother of the proband were considered healthy as their resting ECG, Holter recordings and exercise stress tests did not show any abnormality;body (INTRODUCTION);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);no;
PMID:22422768;PMC3363337;PCS;OMIM;"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS; CPVT5";CPVT;TRDN;catecholaminergic polymorphic ventricular tachycardia;615441;no;603283;abnormal ECG;HP:0003115;resting ECG; -;normal;Resting ECG was normal with no prolongation of the QT interval ;body (INTRODUCTION);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);no;
PMID:22422768;PMC3363337;PCS;OMIM;"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS; CPVT5";CPVT;TRDN;catecholaminergic polymorphic ventricular tachycardia;615441;no;603283;prolonged QT interval;HP:0001657;prolongation of QT interval;no; -;Resting ECG was normal with no prolongation of the QT interval;body (INTRODUCTION);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, MATERIALS AND METHODS);no;
PMID:24131138;PMC4084693;IEA;OMIM;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE; -; -;candidiasis;212050;no;no;abnormal b cell count;HP:0010975;b-lymphocyte subset; -;normal;Normal B-lymphocyte subset ;body (Table 2);body (RESULTS, DISCUSSION); -;no;
PMID:24131138;PMC4084693;IEA;OMIM;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE; -; -;candidiasis;212050;no;no;abnormal nk cell count;HP:0040089; nk-lymphocyte subset; -;normal;Normal NK-lymphocyte subset ;body (Table 2);body (RESULTS, DISCUSSION); -;no;
PMID:24131138;PMC4084693;IEA;OMIM;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE; -; -;candidiasis;212050;no;no;abnormal proportion of cd4+ t cells;HP:0031392;cd4+ t-lymphocyte subset; -;normal;Normal CD4+ T-lymphocyte subset ;body (Table 2);body (RESULTS, DISCUSSION); -;no;
PMID:24131138;PMC4084693;IEA;OMIM;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE; -; -;candidiasis;212050;no;no;abnormal proportion of cd8+ t cells;HP:0031393;cd8+ t-lymphocyte subset; -;normal;Normal CD8+ T-lymphocyte subset;body (Table 2);body (RESULTS, DISCUSSION); -;no;
PMID:8841193; -;IEA;OMIM;BRODY MYOPATHY; -;ATP2A1;brody disease;601003;no;no;abnormal reflex;HP:0031826;deep tendon reflexes; -;normal;Clinical examination demonstrates normal strength with a single effort, sensation, deep tendon reflexes and progressive difficulty in relaxing muscles during repeated forceful contraction;body;abstract, body (Methods);abstract, body (Methods);no;
PMID:8841193; -;IEA;OMIM;BRODY MYOPATHY; -;ATP2A1;brody disease;601003;no;no;EMG: impaired neuromuscular transmission;HP:0100284;relax fast-twitch skeletal muscles; -;normal;Standard needle electromyography shows normal spontaneous, insertion, and voluntary activity, and no electrical activity;body;abstract, body (Methods);abstract, body (Methods);no;
PMID:8841193; -;IEA;OMIM;BRODY MYOPATHY; -;ATP2A1;brody disease;601003;no;no;percussion myotonia;HP:0010548; exact match;absent; -;Percussion myotonia is absent;body;abstract, body (Methods);abstract, body (Methods);no;
PMID:8841193; -;IEA;OMIM;BRODY MYOPATHY; -;ATP2A1;brody disease;601003;no;no;sensory impairment;HP:0003474;sensation; -;normal;Clinical examination demonstrates normal strength with a single effort, sensation, deep tendon reflexes and progressive difficulty in relaxing muscles during repeated forceful contraction;body;abstract, body (Methods);abstract, body (Methods);no;
PMID:31314961; -;PCS;OMIM;"SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE; STAHP;; SOD1 DEFICIENCY, AUTOSOMAL RECESSIVE"; -;SOD1;axial hypotonia;618598;no;no;atrophy/Degeneration affecting the central nervous system ;HP:0007367;atrophy;not; -;Atrophy, fasciculations, and other signs of lower motor neuron involvement were not noted ;body;body;title, body;no;
PMID:31314961; -;PCS;OMIM;"SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE; STAHP;; SOD1 DEFICIENCY, AUTOSOMAL RECESSIVE"; -;SOD1;axial hypotonia;618598;no;no;fasciculations;HP:0002380;exact match;not; -;Atrophy, fasciculations, and other signs of lower motor neuron involvement were not noted ;body;body;title, body;no;
PMID:26849169; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 57; DFNB57"; -;PDZD7;autossomal nonsyndromic hearing loss, hearing loss;618003;no;612971;abnormal retinal morphology;HP:0000479;retinal layer structures;no; -;Retinal layer structures were regular and showed no loss of photoreceptors ;body (Results);title, abstract, body (INTRODUCTION, PATIENTS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, PATIENTS AND METHODS, RESULTS, DISCUSSION);no;"negative relation can also be found in sentence ""Funduscopy showed normal optic discs, maculae, and periph- ery with no bone-spicule-like pigmentation, retinal vascular attenuation, or chorioretinal atrophy"" (body ((Results))"
PMID:25331638; -;IEA;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 99; DFNB99";"exact match (DFNB99); ARNSHL";TMEM132E;autosomal-recessive nonsyndromic hearing loss, hearing loss;618481;no;no;vestibular dysfunction;HP:0001751;exact match;not; -;Romberg and tandem gait testing did not reveal any symptoms of vestibular dysfunction in either patient ;body (Materials and Methods);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:18325041;PMC2747313;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 45; DFNB45";"exact match (DFNB45); NSHI; HI"; -;autosomal-recessive nonsyndromic hearing impairment, hearing loss, hearing impairment;612433;no;no;vestibular dysfunction;HP:0001751;vestivular involvement;no; -;There was no evidence that the HI is syndromic or that there is gross vestibular involvement;body;title, body; -;yes (disease_abbreviation);
PMID:20137778;PMC2820176;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 25; DFNB25";exact match (DFNB25);GRXCR1 ;autosomal-recessive nonsyndromic hearing impairment, hearing loss, hearing impairment;613285;no;no;vestibular dysfunction;HP:0001751;exact match;not; -;Vestibular dysfunction was observed in some but not all affected individuals ;abstract;title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:23084290;PMC3487123;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70"; -;PNPT1;autosomal-recessive nonsyndromic hearing impairment, hearing loss, hearing impairment;614934;no;no;cognitive impairment;HP:0100543;cognitive disturbances;no; -;Clinical examinations revealed no obvious additional symptoms, such as vestibular dysfunction, cognitive or motor disturbances, or signs of metabolic diseases, in any of the affected individuals, leading to the classification of nonsyndromic hearing impairment (the oldest individual was 24 years of age at the last examination) ;body;title, abstract, body;title, abstract, body;yes (disease_synonym);
PMID:23084290;PMC3487123;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70"; -;PNPT1;autosomal-recessive nonsyndromic hearing impairment, hearing loss, hearing impairment;614934;no;no;functional motor problems;HP:0004302;motor disturbances;no; -;Clinical examinations revealed no obvious additional symptoms, such as vestibular dysfunction, cognitive or motor disturbances, or signs of metabolic diseases, in any of the affected individuals, leading to the classification of nonsyndromic hearing impairment (the oldest individual was 24 years of age at the last examination) ;body;title, abstract, body;title, abstract, body;yes (disease_synonym);
PMID:23084290;PMC3487123;IEA;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70"; -;PNPT1;autosomal-recessive nonsyndromic hearing impairment, hearing loss, hearing impairment;614934;no;no;vestibular dysfunction;HP:0001751;exact match;no; -;Clinical examinations revealed no obvious additional symptoms, such as vestibular dysfunction, cognitive or motor disturbances, or signs of metabolic diseases, in any of the affected individuals, leading to the classification of nonsyndromic hearing impairment (the oldest individual was 24 years of age at the last examination) ;body;title, abstract, body;title, abstract, body;yes (disease_synonym);
PMID:29590114;PMC5891075;TAS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 100; DFNB100";exact match (DFNB100);PPIP5K2;autosomal recessive nonsyndromic hearing loss, hearing loss;618422;no;no;vestibular dysfunction;HP:0001751;exact match;not; -;Romberg and tandem gait tests did not reveal any overt vestibular dysfunction in affected individuals of both families;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Results, Discussion, Materials and methods);no;
PMID:31175426;PMC6745279;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 116; DFNB116"; -;CLDN9;autosomal recessive nonsyndromic hearing loss, hearing loss;619093;no;615799;nystagmus;HP:0000639;exact match;no; -;Gross motor development was normal with no history of balance problems, vertigo, dizziness, or nystagmus ;body (Results);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:31175426;PMC6745279;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 116; DFNB116"; -;CLDN9;autosomal recessive nonsyndromic hearing loss, hearing loss;619093;no;615799;psychomotor developmental delay;HP:0001263;gross motor development; -;normal;Gross motor development was normal with no history of balance problems, vertigo, dizziness, or nystagmus ;body (Results);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;good example of how heterogenous phenotypes names can be (in article phenotype=gross motor development, in HPO synonyms are: Mental and motor retardation, Psychomotor developmental delay, Developmental retardation, Developmental delay, Delayed cognitive development, Retarded psychomotor development, Retarded mental development, Delayed developmental milestones, Retarded development, Psychomotor development failure, Delayed psychomotor development, Delayed intellectual development, Delayed development, Developmental delay in early childhood, Developmental delay, global, Lack of psychomotor development, Cognitive delay, Psychomotor delay, Delayed milestones, Psychomotor development deficiency, Motor and developmental delay
PMID:31175426;PMC6745279;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 116; DFNB116"; -;CLDN9;autosomal recessive nonsyndromic hearing loss, hearing loss;619093;no;615799;vertigo;HP:0002321;exact match;no; -;Gross motor development was normal with no history of balance problems, vertigo, dizziness, or nystagmus ;body (Results);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:18179891;PMC2253958;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35";ARNSHI;ESRRB;Autosomal recessive nonsyndromic hearing impairment;608565;yes;602167;abnormal ear morphology;HP:0031703;morphological feature;no; -;In the affected family members, there were no indications of a visual problem, kidney failure, or morphological features that suggested a syndromic form of hearing loss;body (Results);title, abstract, body (Introduction);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:18179891;PMC2253958;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35";ARNSHI;ESRRB;Autosomal recessive nonsyndromic hearing impairment;608565;yes;602167;abnormality of vision;HP:0000504;visual problem;no; -;In the affected family members, there were no indications of a visual problem, kidney failure, or morphological features that suggested a syndromic form of hearing loss;body (Results);title, abstract, body (Introduction);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:18179891;PMC2253958;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35";ARNSHI;ESRRB;Autosomal recessive nonsyndromic hearing impairment;608565;yes;602167;impaired vestibular function;HP:0001751;vestibular function;no; -;For these two individuals, computerized tomography of the temporal bone and caloric testing for evaluation of the vestibular function were performed, and no abnormalities were found;body (Results);title, abstract, body (Introduction);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:17066295; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 63; DFNB63";exact match (DFNB63); -;autosomal recessive nonsyndromic deafness, recessive deafness, deafness;611451;no;no;abnormality of the kidney;HP:0000077;renal anomalies;no; -;Although not rigorously tested using posturography and a rotary chair, vestibular function appeared to be normal in affected individuals and clinical evaluation suggested no skin or renal anomalies;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion); -;no;
PMID:17066295; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 63; DFNB63";exact match (DFNB63); -;autosomal recessive nonsyndromic deafness, recessive deafness, deafness;611451;no;no;retinits pigmentosa;HP:0000510;exact match;no; -;Funduscopic examinations of affected individuals showed no signs of retinitis pigmentosa;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion); -;no;
PMID:17066295; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 63; DFNB63";exact match (DFNB63); -;autosomal recessive nonsyndromic deafness, recessive deafness, deafness;611451;no;no;vestibular dysfunction;HP:0001751;vestibular function; -;normal;Although not rigorously tested using posturography and a rotary chair, vestibular function appeared to be normal in affected individuals and clinical evaluation suggested no skin or renal anomalies;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion); -;no;
PMID:15637723;PMC2909100;PCS;OMIM;"DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESSIVE 46; DFNB46";ARNSD;DFNB46 (exact match disease_name);autosomal recessive nonsyndromic deafness;609647;no;no;mental retardation;HP:0001249;syndrome;no; -;There was no evidence in this kindred that deafness belonged to a syndrome or that there was gross vestibular involvement;body (MATERIALS AND METHODS);title, abstract, body (INTRODUCTION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION);no;
PMID:29048736;PMC5765442;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 57; DFNB57";ARNSHL ;PDZD7 ;autosomal recessive non-syndromic hearing loss, non-syndromic hearing loss;618003;no;no;vestibular dysfunction;HP:0001751;vestibular disorder;no; -;At present, they describe no signs of visual or vestibular disorder and no progression in hearing loss from 2005 to now ;body (DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:16098016;PMC2910366;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 55; DFNB55";ARNSHI ;DFNB55 (exact match disease_name);Autosomal recessive non-syndromic hearing impairment;609952;no;no;abnormal retina;HP:0000479;syndrome;no; -;There was no evidence in this kindred that HI belonged to a syndrome or that there was gross vestibular involvement;body (Materials and methods);title, abstract, body (Material and methods, Discussion);title, abstract, body (Materials and methods, Results, Discussion);no;
PMID:16098016;PMC2910366;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 55; DFNB55";ARNSHI ;DFNB55 (exact match disease_name);Autosomal recessive non-syndromic hearing impairment;609952;no;no;vestibular dysfunction;HP:0001751;vestivular involvement;no; -;There was no evidence in this kindred that HI belonged to a syndrome or that there was gross vestibular involvement;body (Materials and methods);title, abstract, body (Material and methods, Discussion);title, abstract, body (Materials and methods, Results, Discussion);no;
PMID:16261342;PMC2909103;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 47; DFNB47";ARNSHI ;DFNB47 (exact match disease_name);Autosomal recessive non-syndromic hearing impairment;609946;no;no;abnormal retina;HP:0000479;visual loss;not; -;Physical examination of hearing -impaired individuals did not reveal any syndromic features, such as maxillofacial or limb deformities, visual loss and mental deficiency;body (Materials and methods);title, abstract, body (Introduction, Discussion);title, abstract, body (Introduction, Results, Discussion);no;
PMID:16261342;PMC2909103;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 47; DFNB47";ARNSHI ;DFNB47 (exact match disease_name);Autosomal recessive non-syndromic hearing impairment;609946;no;no;mental deficiency;HP:0001249; exact match;not; -;Physical examination of hearing -impaired individuals did not reveal any syndromic features, such as maxillofacial or limb deformities, visual loss and mental deficiency;body (Materials and methods);title, abstract, body (Introduction, Discussion);title, abstract, body (Introduction, Results, Discussion);no;
PMID:16261342;PMC2909103;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 47; DFNB47";ARNSHI ;DFNB47 (exact match disease_name);Autosomal recessive non-syndromic hearing impairment;609946;no;no;vestibular dysfunction;HP:0001751;vestivular involvement;no; -;In addition, no gross vestibular involvement was noted in the clinical history and physical examination;body (Materials and methods);title, abstract, body (Introduction, Discussion);title, abstract, body (Introduction, Results, Discussion);no;
PMID:27162350;PMC4889368;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 108; DFNB108"; -;ROR1;autosomal recessive deafness , deafness;617654;no;602336;balance impairment;HP:0002172;impaired balance;not; -;Patients did not show signs of impaired balance and had normal neuromotor development except for speech and language delay ;body (Results);abstract, body (Results, Discussion);title, abstract, body (Results, Discussion, Materials and Methods );no;
PMID:27162350;PMC4889368;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 108; DFNB108"; -;ROR1;autosomal recessive deafness , deafness;617654;no;602336;motor delay;HP:0001270;neuromotor development;not ; -;Patients did not show signs of impaired balance and had normal neuromotor development except for speech and language delay ;body (Results);abstract, body (Results, Discussion);title, abstract, body (Results, Discussion, Materials and Methods );no;
PMID:15637723;PMC2909100;PCS;OMIM;"DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESSIVE 46; DFNB46";ARNSD;DFNB46 (exact match disease_name);autosomal recessive;609647;no;no;absent vestibular function;HP:0008555;gross vestibular involvement;no; -;There was no evidence in this kindred that deafness belonged to a syndrome or that there was gross vestibular involvement;body (MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION);no;
PMID:31397523; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 76; DFNA76";NSHL ;PLS1;autosomal dominant nonsyndromic hearing loss, nonsyndromic hearing loss;618787;no;602734;vestibular dysfunction;HP:0001751;exact match;negative; -;Clinical examination and clinical history were negative for the presence of vestibular dysfunction as well as for any kind of syndromic hearing loss ;body (MATERIAL AND METHODS);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:31972369; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 79; DFNA79";NSHL ;SCD5;autosomal dominant nonsyndromic deafness, non-syndromic hearing loss, hearing loss, hearing impairment;619086;no;608370;vestibular dysfunction;HP:0001751;vestibular symptoms;none; -;None of the individuals who had hearing loss complained of any vestibular symptoms ;body (Results);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:15958501;PMC2564639;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 53; DFNA53";ADNSSHL;DFNA53 (exact match disease_name);"autosomal dominant non-syndromic deafness, autosomal dominant non-syndromic sensorineural hearing loss, autosomal dominant non-syndromic
hearing loss";609965;no;no;vestibular dysfunction;HP:0001751; exact match;none; -;Although, there is some similarity in the audiograms of DFNA53 patients in comparison with those of patients with DFNA9, none of the affected members (14 to 67 years of age) in the DFNA53 family showed vestibular dysfunction;body (Discussion);title, abstract, body (METHODS, DISCUSSION);title, abstract, body (METHODS, RESULTS, DISCUSSION);yes (gene);
PMID:32041641;PMC7011274;PCS;OMIM;"ARBOLEDA-THAM SYNDROME; ARTHS"; -;KAT6A;autosomal dominant mental retardation ;616268;yes;601408;webbed neck;HP:0000465;exact match; - ; -; -;body (Table 1);body (Background);title, abstract, body (Background, Results, Discussion, Conclusions, Materials and methods);no;
PMID:25038750;PMC4129488;PCS;OMIM;"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1; ADMIO1"; -;STAT3;autoimmune disease ;615952;no;no;high blood eosinophil count;HP:0001880;eosinophil count; -;normal;Normal eosinophil count ;Supplementary Material (Supplementary Table 4);title, abstract, body (Online Methods);title, abstract, body (Online Methods);no;
PMID:10952871;PMC1287886;PCS;OMIM;"NEMALINE MYOPATHY 5; NEM5";ANM;TNNT1;Amish nemaline myopathy;605355;no;no;low intelligence;HP:0001249;apparent intelligence; -;normal;Gross motor development is limited to roll - ing side to side, but forearm and hand function is normal, as is apparent intelligence;body (Results);title, abstract, body (Introduction);abstract, body (Subjects and Methods, Results, Discussion);no;
PMID:20091385; -;PCS;OMIM;"RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2; RUSAT2"; -; -;amegakaryocytic thrombocytopenia;616738;no;no;cafe-au-lait spot;HP:0000957;exact match;no; -;He had no hepatosplenomegaly, lymphadenopathy, or cafe-au-lait spot, but had hydrocele testicle, sensorineural hearing loss, and overlapping fingers without abnormalities of bone;body;title, body; -;no;
PMID:20091385; -;PCS;OMIM;"RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2; RUSAT2"; -; -;amegakaryocytic thrombocytopenia;616738;no;no;hepatosplenomegaly;HP:0001433;exact match;no; -;He had no hepatosplenomegaly, lymphadenopathy, or cafe-au-lait spot, but had hydrocele testicle, sensorineural hearing loss, and overlapping fingers without abnormalities of bone;body;title, body; -;no;
PMID:20091385; -;PCS;OMIM;"RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2; RUSAT2"; -; -;amegakaryocytic thrombocytopenia;616738;no;no;lymphadenopathy;HP:0002716;exact match;no; -;He had no hepatosplenomegaly, lymphadenopathy, or cafe-au-lait spot, but had hydrocele testicle, sensorineural hearing loss, and overlapping fingers without abnormalities of bone;body;title, body; -;no;
